businessname,submissiondate,businesstype,variable,value,percoftotal,total,label_en,label_ne,latitude,longitude,index
Natural nepal export,2,Shop/Merchandise,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.71736,85.31034,138
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.7180005590084,85.3097967996561,139
New light handicraft,2,Handicraft,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.71361,85.31132,140
Lets trip Nepal Adventure Pvt Ltd,2,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.69035,85.23849,141
Hotel Business,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.6632585317559,85.4449016109137,142
Avia tours and travels PVT LTD,1,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.71423,85.31159,143
Hiking nepal pvt ltd,1,Trekking,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.71689,85.30937,144
Earth angle trading pvt ltd,2,Shop/Merchandise,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.71409,85.31012,145
Pashmina,1,Shop/Merchandise,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.71274,85.31124,146
Thamel Seasons Hotel Pvt.ltd,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.7179141297178,85.3101209550944,147
Tour and trekking and Expedition,2,Trekking,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.7153213473598,85.3117415550944,148
chitwan forest resort,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.58148,84.49332,149
Agaman hotel,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,5,38.0,41,Workforce size became zero,कार्यबल आकार शून्य भयो ,27.7349334767156,85.3143232244077,150
Nepal Pyramids Pvt Ltd,1,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7650888094923,85.363349712796,151
Ashirwad export,2,Handicraft,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71892,85.3122,152
LEGENDS KHUKURI GALLERY PVT LTD,1,Other,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7142268,85.3113891,153
"Handicrafts (felt,woolen. Curio",2,Handicraft,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71442,85.31192,154
Hemp House Nepal Pvt.Ltd,1,Handicraft,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71575,85.30998,155
Mandala Handicrafts,2,Handicraft,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71297,85.31228,156
Dibya Hospitality Pvt.Ltd,1,Other,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71292,85.35984,157
Naya Nepal collection and export pvt.ltd,1,Handicraft,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.713195,85.3122775,158
Mechi resort Pvt Ltd & Maina travels and tours Pvt Ltd,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,28.2072939,83.9578631,159
Mithila women handicraft,2,Shop/Merchandise,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7130115973909,85.3125155738383,160
Everest Tour Nepal Treks & Expedition Pvt. Ltd.,2,Trekking,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.69443,85.24896,161
Orbit Nepal Adventure,1,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71305,85.31126,162
hostel nextdoor,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.684944,85.315922,163
Hotel Crown Plaza,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7130878,85.3281444,164
Hotel Tharu Garden,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.5753519138286,84.5016726992705,165
Everest outdoor gears pvt ltd,1,Shop/Merchandise,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7156778,85.3113177,166
HOTEL,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7177391,85.3101198,167
Hotel,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71217,85.30787,168
Himalaya Traders & Export,2,Other,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7148479186674,85.3113777116411,169
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71702,85.33378,170
Om Shanti Spa,2,Other,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71578,85.30944,171
Om Shanti Spa,2,Other,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71578,85.30945,172
Cuisine Court,2,Restaurant and Bar,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.719115,85.332184,173
Asian adventure treks and expedition,2,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71321,85.31137,174
Kathmandu cityhill Apartmnet,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7209932,85.3118557,175
Aster Hotel Nepal Pvt. Ltd.,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.71331,85.3114,176
Subhakamana Travels and Tours,1,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,28.19899,83.97616,177
Stunning Adventure,2,Trekking,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.6891069867822,85.2478348127655,178
Rainbow Adventure Nepal,2,Rafting,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7115056,85.3089164,179
Nepal Mountain Gear,2,Mountaineering,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.7149361495911,85.3104505819971,180
HOTEL HIMALAYA PVT. LTD,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,4,28.0,31,Workforce size became 25% of 2019,कार्यबल आकार २०१९ को २५% भयो ,27.68413,85.31941,181
Hotel Down Town Pvt. Ltd,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.71587,85.30982,182
Green Mansions Jungle Resort,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.5845046127971,84.4711607974195,183
Garden of Hope Treks & Expeditions,2,Trekking,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.71459,85.31326,184
Reggae Bar Restaurant & lounge pvt ltd,2,Restaurant and Bar,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.7147492,85.3102089,185
Nepal Handicraft portal,1,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.7115975664926,85.3089139946971,186
Pilgrims Guest House P.Ltd,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.717619,85.3115799,187
R.R.Jewellery,2,Handicraft,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.7137093,85.3123409,188
Grill n’ Chill Restro and Bar,2,Restaurant and Bar,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,28.22345,83.9888,189
Yakety Yak Hostel,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.7133876,85.31238,190
Nepal Ascent Treks,1,Trekking,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.7119692416278,85.3110869262584,191
Hotel Lakeside Pvt. Ltd,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,28.2077552,83.9684899,192
HOTEL BLUE MAGNET & MULTIPURPUSE PVT.LTD.,1,Hotel,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,28.2148186,83.9618638,193
Little buddha restaurant &lounge bar,1,Restaurant and Bar,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.7141228,85.3116181,194
Spa kinjjala pvt ltd.,2,Other,i_wrkfrc_size_chng_2020_v_2019,3,13.0,14,Workforce size became 50% of 2019,कार्यबल आकार २०१९ को ५०% भयो ,27.67812,85.30827,195
Krishna handicraft,2,Shop/Merchandise,i_wrkfrc_size_chng_2020_v_2019,2,10.0,11,Workforce size became 75% of 2019,कार्यबल आकार २०१९ को ७५% भयो ,27.716084576286,85.3099118032157,196
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,i_wrkfrc_size_chng_2020_v_2019,2,10.0,11,Workforce size became 75% of 2019,कार्यबल आकार २०१९ को ७५% भयो ,27.7153038584918,85.3103238891712,197
Kathmandu Spa,2,Other,i_wrkfrc_size_chng_2020_v_2019,2,10.0,11,Workforce size became 75% of 2019,कार्यबल आकार २०१९ को ७५% भयो ,27.7161657,85.3108951,198
Suburb cafe,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,2,10.0,11,Workforce size became 75% of 2019,कार्यबल आकार २०१९ को ७५% भयो ,27.684759,85.312688,199
Alliance Treks & Expedition Pvt. Ltd.,2,Travel and Tour Operator,i_wrkfrc_size_chng_2020_v_2019,2,10.0,11,Workforce size became 75% of 2019,कार्यबल आकार २०१९ को ७५% भयो ,27.71223,85.31062,200
Tharu Home Resort,2,Hotel,i_wrkfrc_size_chng_2020_v_2019,2,10.0,11,Workforce size became 75% of 2019,कार्यबल आकार २०१९ को ७५% भयो ,28.46335,81.25026,201
